product_id,category,sales,rating,review_count,views,added_to_cart,wishlist_adds_product
prod_177,Dairy,382,5,357,3525,351,201
prod_178,Beverages,677,4,173,6344,474,321
prod_179,Spices,270,3.9,477,5597,465,397
prod_180,Spices,1686,4,423,7431,188,161
prod_181,Grains,369,3.5,101,2292,446,251
prod_182,Meat,1066,4.3,173,5578,118,380
prod_183,Fruits,861,3.7,229,7082,423,82
prod_184,Others,1214,3.5,452,6300,207,178
prod_185,Others,285,4.2,460,7654,101,134
prod_186,Vegetables,1704,4.4,216,6105,270,131
prod_187,Fruits,678,4.5,479,5023,463,371
prod_188,Vegetables,407,4.8,126,3560,229,182
prod_189,Fruits,828,4.4,382,2066,238,322
prod_190,Dairy,1297,4.5,333,2238,105,279
prod_191,Vegetables,1566,4.3,376,3633,466,139
prod_192,Grains,432,3.6,104,5640,368,372
prod_193,Grains,130,3.6,396,1807,256,185
prod_194,Beverages,179,4.1,226,908,224,97
prod_195,Beverages,471,4.3,142,5671,357,75
prod_196,Others,687,4.9,330,4229,130,183
prod_197,Others,718,3.5,346,1748,184,338
prod_198,Spices,1175,3.8,404,3354,142,328
prod_199,Grains,1391,4.2,182,2006,148,347
prod_200,Meat,1835,4.5,355,3601,154,291
prod_201,Beverages,1410,4.7,430,3778,313,366
prod_202,Vegetables,1068,4.2,71,7517,104,80
prod_203,Vegetables,578,3.9,477,2525,315,255
prod_204,Dairy,1345,4.4,432,3632,431,258
prod_205,Grains,856,3.7,434,3168,201,141
prod_206,Beverages,263,4,84,1664,177,207
prod_207,Dairy,1838,4,330,3235,446,216
prod_208,Vegetables,701,3.5,338,514,275,293
prod_209,Fruits,858,3.7,359,3412,308,277
prod_210,Dairy,1939,3.8,90,6795,378,364
prod_211,Vegetables,436,3.7,92,6269,336,50
prod_212,Meat,916,4.5,74,7310,431,339
prod_213,Fruits,1635,3.8,264,6530,409,285
prod_214,Snacks,1645,3.6,428,4221,484,179
prod_215,Meat,324,4,448,6016,348,189
prod_216,Fruits,1925,4.2,125,7085,200,63
prod_217,Spices,1829,3.8,290,2874,199,66
prod_218,Meat,423,3.9,407,3773,452,215
prod_219,Spices,1449,4.1,348,4857,273,135
prod_220,Grains,121,4.2,447,1039,427,310
prod_221,Spices,1719,3.8,92,2321,173,107
prod_222,Beverages,1073,5,294,7021,448,267
prod_223,Dairy,1842,4.2,499,1388,387,248
prod_224,Spices,791,4.3,359,2836,152,217
prod_225,Dairy,597,3.6,454,2196,244,340
prod_226,Fruits,1859,3.7,225,1724,185,72
prod_227,Others,1484,3.9,113,6095,146,168
prod_228,Dairy,427,4.5,473,2960,268,258
prod_229,Dairy,1908,3.5,262,6368,307,155
prod_230,Beverages,229,3.7,83,4421,419,334
prod_231,Spices,960,5,438,6262,437,173
prod_232,Dairy,1493,4.4,427,5337,274,321
prod_233,Spices,1805,3.8,345,7557,460,325
prod_234,Meat,1150,4.4,141,7005,405,68
prod_235,Dairy,1250,3.6,294,1832,326,242
prod_236,Dairy,1450,4,110,6806,494,184
prod_237,Others,121,4.4,276,6217,369,244
prod_238,Vegetables,699,3.7,282,6441,218,86
prod_239,Spices,1816,4.6,333,4039,378,312
prod_240,Vegetables,1241,4.9,470,5124,372,144
prod_241,Fruits,1040,4.6,433,5006,415,318
prod_242,Beverages,1036,4,369,7922,301,238
prod_243,Snacks,1215,3.8,329,6778,453,387
prod_244,Grains,686,4,94,5413,129,53
prod_245,Vegetables,331,4.7,358,5914,410,323
prod_246,Dairy,1787,3.7,188,6151,468,297
prod_247,Grains,1573,4.4,378,2977,166,218
prod_248,Others,1901,4.1,192,2750,416,90
prod_249,Fruits,1949,4.2,424,760,462,320
prod_250,Fruits,844,4.5,499,2813,227,230
prod_251,Vegetables,1508,3.5,351,7573,231,69
prod_252,Fruits,1101,3.8,422,6920,273,116
prod_253,Beverages,942,4.7,68,5153,107,223
prod_254,Meat,1859,3.9,270,3049,309,295
prod_255,Dairy,617,4.4,330,6695,306,184
prod_256,Dairy,1709,4.9,109,3930,106,233
prod_257,Vegetables,445,3.6,141,4297,430,282
prod_258,Meat,859,4.1,210,766,254,74
prod_259,Others,852,4.3,327,7339,254,372
prod_260,Snacks,563,5,412,6383,216,55
prod_261,Vegetables,1919,4.3,182,6833,111,348
prod_262,Spices,797,3.8,66,7777,128,180
prod_263,Meat,447,3.7,114,1629,500,323
prod_264,Dairy,1681,4.3,74,1863,493,126
prod_265,Dairy,1499,3.7,312,5896,209,264
prod_266,Dairy,938,4,327,1919,494,104
prod_267,Fruits,1691,3.5,388,4380,291,241
prod_268,Snacks,798,3.5,82,4492,376,314
prod_269,Fruits,1852,4.9,256,766,498,187
prod_270,Dairy,214,4.8,138,4204,138,356
prod_271,Snacks,1578,4,186,7580,359,256
prod_272,Snacks,897,4.3,411,5849,310,102
prod_273,Dairy,1104,4.6,74,2592,224,259
prod_274,Meat,1169,4.1,111,5511,416,150
prod_275,Fruits,1222,4.3,276,1018,151,165
prod_276,Vegetables,1293,3.5,390,4589,183,236
prod_277,Beverages,1357,4.6,188,7707,117,154
prod_278,Dairy,1578,4.5,297,2748,454,201
prod_279,Grains,270,4.4,136,3600,428,144
prod_280,Snacks,196,4.8,341,746,344,371
prod_281,Meat,1744,4.3,142,7076,187,123
prod_282,Beverages,823,4.8,376,5570,164,135
prod_283,Vegetables,846,4.5,497,6361,253,237
prod_284,Fruits,1029,4.3,149,4565,291,329
prod_285,Others,833,4.8,88,7570,193,203
prod_286,Meat,740,3.6,333,4542,291,136
prod_287,Fruits,511,4.2,296,7593,402,53
prod_288,Others,694,4.8,162,1351,402,366
prod_289,Snacks,120,4.7,386,3201,210,335
prod_290,Beverages,1175,3.8,484,6262,338,210
prod_291,Spices,1036,3.8,487,4173,223,145
prod_292,Dairy,284,4.9,422,1586,380,271
prod_293,Vegetables,1848,4.6,491,548,209,395
prod_294,Spices,1889,3.7,109,4782,311,277
prod_295,Beverages,1689,4.2,280,4304,334,161
prod_296,Snacks,1203,4.1,273,6202,103,81
prod_297,Dairy,676,4.2,204,2900,500,236
prod_298,Meat,1459,4.5,284,7036,282,98
prod_299,Grains,484,4.8,319,7804,174,373
prod_300,Fruits,1079,4.2,461,7107,413,63
prod_301,Snacks,1252,3.6,132,6688,416,184
prod_302,Dairy,1620,4.2,436,4285,388,102
prod_303,Grains,1780,4.6,357,7816,220,50
prod_304,Others,775,4.3,112,4455,386,289
prod_305,Vegetables,649,4.7,295,3808,400,288
prod_306,Spices,1184,3.7,279,7306,474,86
prod_307,Meat,129,4.1,445,4598,478,84
prod_308,Spices,594,4.9,154,6714,245,356
prod_309,Vegetables,1572,4.2,384,5583,220,68
prod_310,Grains,1214,3.8,419,7339,407,74
prod_311,Spices,1675,4,401,3356,231,242
prod_312,Meat,1997,4.2,273,5610,335,319
prod_313,Meat,1991,3.5,128,5601,228,329
prod_314,Fruits,390,4.6,408,2247,468,69
prod_315,Meat,990,4.3,403,7246,291,256
prod_316,Dairy,1200,4.5,77,3370,416,75
prod_317,Grains,1637,3.6,250,3884,466,93
prod_318,Snacks,997,3.6,264,7639,143,360
prod_319,Fruits,971,4.2,208,5001,430,283
prod_320,Others,944,4.8,88,2898,450,221
prod_321,Fruits,1771,3.7,466,506,322,59
prod_322,Meat,837,4.4,228,871,386,153
prod_323,Others,1773,4,348,2167,427,82
prod_324,Fruits,1612,3.7,311,6979,323,61
prod_325,Grains,1304,4.7,110,2777,224,197
prod_326,Dairy,706,3.8,347,2222,483,112
prod_327,Vegetables,1534,4.3,313,4766,492,203
prod_328,Snacks,208,3.9,387,2994,467,80
prod_329,Dairy,1095,4.1,399,7328,467,389
prod_330,Others,1238,3.6,401,2029,248,287
prod_331,Vegetables,619,4.3,301,6649,426,352
prod_332,Beverages,304,4.1,293,4169,353,350
prod_333,Beverages,1546,5,457,5325,224,332
prod_334,Meat,1459,4.7,57,2392,348,318
prod_335,Meat,1436,4,359,5078,216,101
prod_336,Dairy,445,3.9,196,3011,451,353
prod_337,Meat,1471,4.8,236,6742,330,95
prod_338,Dairy,911,4.7,329,3096,480,358
prod_339,Spices,152,3.8,139,2712,424,231
prod_340,Others,1766,3.8,356,5828,439,176
prod_341,Others,949,4,401,6771,429,96
prod_342,Grains,810,4.7,270,3599,318,289
prod_343,Fruits,1951,4.2,373,5224,462,361
prod_344,Dairy,703,3.9,193,7705,235,329
prod_345,Vegetables,766,4.2,397,4203,153,349
prod_346,Dairy,1339,4.5,229,2694,414,279
prod_347,Dairy,980,4.3,271,6962,497,308
prod_348,Fruits,1293,4.9,116,5897,128,198
prod_349,Grains,1961,4.5,400,7010,423,326
prod_350,Vegetables,1845,3.8,88,5894,478,222
prod_351,Snacks,1459,4,447,4617,436,189
prod_352,Others,596,3.9,231,6667,395,95
prod_353,Dairy,511,3.5,70,2155,119,149
prod_354,Grains,838,3.7,234,1606,349,400
prod_355,Meat,1975,3.6,319,2215,178,282
prod_356,Dairy,946,3.8,374,4925,474,145
prod_357,Spices,102,4.1,101,7927,236,245
prod_358,Spices,1657,4.9,303,7956,393,144
prod_359,Beverages,873,4.6,311,2791,200,70
prod_360,Dairy,1889,4.1,385,4119,432,253
prod_361,Fruits,1069,3.9,470,2426,462,240
prod_362,Vegetables,1549,4.7,111,7630,112,355
prod_363,Vegetables,548,3.7,185,7871,481,140
prod_364,Dairy,520,4.7,79,3381,346,99
prod_365,Beverages,1829,4.6,267,3131,244,93
prod_366,Snacks,395,3.8,257,3727,498,215
prod_367,Spices,542,4,56,1956,284,340
prod_368,Dairy,1190,4.7,294,5759,153,131
prod_369,Spices,1694,4.2,62,3709,107,199
prod_370,Snacks,1188,4.8,118,6871,359,66
prod_371,Spices,678,4.6,455,5641,156,225
prod_372,Vegetables,1379,4.6,152,1717,158,269
prod_373,Others,1070,4.5,318,608,454,130
prod_374,Others,1074,4.9,333,1760,167,197
prod_375,Snacks,268,4.2,258,5501,401,389
prod_376,Others,1533,4.9,456,1286,262,342
prod_377,Fruits,349,4.6,63,4204,335,135
prod_378,Meat,1477,4,243,7545,173,52
prod_379,Beverages,1637,4.4,303,2170,399,386
prod_380,Others,804,4.3,249,6791,426,127
prod_381,Spices,1275,3.8,351,3745,445,307
prod_382,Dairy,1468,3.7,438,4978,269,282
prod_383,Snacks,1239,4.2,207,4817,472,385
prod_384,Dairy,277,4.9,458,2618,254,56
prod_385,Snacks,846,4.4,279,3232,119,141
prod_386,Meat,1833,4.1,337,547,196,128
prod_387,Beverages,587,4.3,153,540,167,168
prod_388,Meat,710,4.8,331,745,144,242
prod_389,Vegetables,1148,4.5,149,2626,331,65
prod_390,Dairy,1224,4.1,420,3656,126,151
prod_391,Grains,348,3.6,97,6140,369,336
prod_392,Meat,1099,4.6,165,5530,199,89
prod_393,Meat,569,4.8,473,3276,157,351
prod_394,Snacks,467,3.8,238,3607,295,151
prod_395,Grains,1011,4.4,133,6053,271,58
prod_396,Others,1580,4.9,308,4525,387,266
prod_397,Beverages,685,4,110,5971,497,290
prod_398,Grains,691,4.6,114,7783,454,301
prod_399,Beverages,878,4.2,412,6420,272,308
prod_400,Fruits,219,3.6,322,6797,184,179
prod_401,Dairy,1634,4.3,461,3579,241,181
prod_402,Snacks,1312,4.8,454,2877,265,369
prod_403,Spices,1532,4.6,461,5264,160,295
prod_404,Snacks,1113,3.9,442,7749,188,308
prod_405,Grains,1168,4.5,395,5785,188,175
prod_406,Beverages,1289,4.5,356,659,441,308
prod_407,Vegetables,1808,4.8,106,1884,303,117
prod_408,Others,598,4,68,7136,440,243
prod_409,Snacks,405,3.9,471,3034,406,275
prod_410,Fruits,1982,4.6,317,3177,217,173
prod_411,Spices,851,4.8,315,4448,208,170
prod_412,Spices,500,4.6,294,5438,366,202
prod_413,Dairy,982,4.5,165,7209,292,333
prod_414,Dairy,1433,4.3,293,1834,307,271
prod_415,Vegetables,813,4.6,272,961,410,128
prod_416,Vegetables,1634,3.6,154,7423,464,295
prod_417,Others,595,3.8,228,1031,420,254
prod_418,Spices,1247,3.7,241,7093,365,143
prod_419,Meat,949,4.5,471,2955,129,284
prod_420,Spices,1137,4.1,151,3001,447,80
prod_421,Spices,877,4.2,210,1359,125,167
prod_422,Vegetables,589,4,278,1330,284,87
prod_423,Others,1656,4.7,361,6680,150,96
prod_424,Vegetables,1984,4.3,456,3981,485,259
prod_425,Meat,823,4.7,108,6703,442,174
prod_426,Grains,823,4.3,119,1398,143,279
prod_427,Meat,819,3.9,111,3457,401,319
prod_428,Meat,714,4.8,316,7259,107,184
prod_429,Fruits,217,3.7,446,7006,169,169
prod_430,Snacks,1452,4.1,288,7174,363,252
prod_431,Dairy,596,4.6,409,4589,254,347
prod_432,Fruits,984,4.8,198,1848,477,201
prod_433,Snacks,1552,3.6,333,4284,492,179
prod_434,Spices,1278,4.5,351,5361,375,326
prod_435,Grains,682,4,277,6766,290,352
prod_436,Meat,816,4.4,500,4604,475,130
prod_437,Fruits,321,4.8,500,7532,333,319
prod_438,Dairy,829,3.6,360,6407,450,189
prod_439,Dairy,253,4.5,308,7355,306,129
prod_440,Others,1014,4.7,208,3623,164,275
prod_441,Grains,1384,4.3,401,1604,402,252
prod_442,Beverages,1079,4.9,490,7723,132,186
prod_443,Snacks,635,3.8,303,7442,103,341
prod_444,Others,133,3.8,84,4493,277,248
prod_445,Others,1865,4.3,327,5048,341,262
prod_446,Fruits,764,5,79,5854,121,336
prod_447,Others,152,4,423,7549,273,338
prod_448,Dairy,1059,4.5,410,7916,347,302
prod_449,Dairy,1187,4.7,489,6579,413,269
prod_450,Vegetables,1946,4.4,441,6195,144,295
prod_451,Beverages,1118,4,66,1663,327,363
prod_452,Dairy,1698,4,268,5624,368,223
prod_453,Others,1402,3.6,402,7913,459,215
prod_454,Spices,909,3.7,142,4467,279,368
prod_455,Meat,301,4.5,220,4434,316,246
prod_456,Vegetables,1753,4.7,325,4121,484,60
prod_457,Dairy,339,4.7,439,1047,367,289
prod_458,Meat,553,3.7,63,7812,419,96
prod_459,Snacks,539,4.2,123,3863,282,288
prod_460,Grains,1918,4.4,440,4915,341,307
prod_461,Others,179,4.8,211,7067,319,392
prod_462,Fruits,696,4.4,373,7081,303,264
prod_463,Dairy,1698,3.7,499,7438,456,349
prod_464,Snacks,1313,4.9,371,6579,255,152
prod_465,Grains,190,4.5,182,5090,190,361
prod_466,Snacks,114,4.4,59,5820,238,104
prod_467,Others,580,4,76,4665,486,339
prod_468,Others,1985,4.8,421,6802,422,100
prod_469,Grains,1432,4.2,379,6061,451,103
prod_470,Spices,574,4.5,432,6660,236,378
prod_471,Meat,1788,3.5,137,3989,278,81
prod_472,Fruits,818,3.7,416,1890,487,88
prod_473,Others,1034,4.4,199,6179,264,88
prod_474,Fruits,1420,4.8,50,6275,333,312
prod_475,Dairy,168,4.6,74,3945,376,229
prod_476,Snacks,1874,4.4,132,7902,466,53
prod_477,Others,1564,4.7,389,1364,177,215
prod_478,Grains,1926,4.9,470,5208,347,213
prod_479,Grains,783,3.9,332,3411,110,320
prod_480,Grains,998,4.2,80,6959,447,125
prod_481,Dairy,1274,3.7,208,546,493,341
prod_482,Fruits,1645,4.8,499,7213,247,183
prod_483,Others,1716,4.4,157,6972,138,355
prod_484,Others,1858,3.9,118,5645,236,110
prod_485,Fruits,950,4.8,80,2278,189,164
prod_486,Grains,1116,4.7,405,7615,293,270
prod_487,Grains,1974,4.4,465,6086,144,165
prod_488,Dairy,1332,4.4,145,4806,128,365
prod_489,Fruits,1618,4.8,107,2679,423,132
prod_490,Grains,1604,3.6,181,5056,278,218
prod_491,Beverages,1233,4.3,300,4044,302,206
prod_492,Spices,1481,3.7,336,6265,249,110
prod_493,Vegetables,956,4.9,79,6346,102,233
prod_494,Others,909,4.5,373,2838,238,151
prod_495,Vegetables,268,5,305,4436,126,321
prod_496,Spices,1087,4.1,295,3697,386,289
prod_497,Snacks,1701,4.2,447,721,422,57
prod_498,Beverages,569,4.9,312,3888,370,204
prod_499,Beverages,1647,4.6,378,6049,274,95
prod_500,Meat,1518,4.6,446,7361,327,221
prod_501,Vegetables,596,3.8,359,7565,119,252
prod_502,Snacks,747,3.8,334,7607,396,61
prod_503,Grains,557,3.5,147,2342,491,289
prod_504,Others,1733,3.7,445,3614,176,257
prod_505,Grains,1140,4.6,420,7898,240,128
prod_506,Others,1526,4.9,460,4756,438,387
prod_507,Dairy,1099,3.6,213,3893,252,256
prod_508,Beverages,521,4.9,152,4368,442,341
prod_509,Spices,1695,3.8,166,4714,196,302
prod_510,Dairy,879,3.5,114,2609,193,282
prod_511,Vegetables,757,3.8,441,3173,384,283
prod_512,Dairy,1187,4,251,7193,276,388
prod_513,Grains,1556,4.4,400,7764,211,201
prod_514,Spices,475,4.2,318,1866,133,136
prod_515,Grains,1030,4.1,100,6172,223,351
prod_516,Vegetables,1606,5,77,3935,157,65
prod_517,Grains,646,3.9,475,7443,455,177
prod_518,Meat,1788,3.9,410,5631,220,385
prod_519,Beverages,640,4,463,7343,462,77
prod_520,Vegetables,409,4.5,489,3211,240,128
prod_521,Beverages,1525,4.7,106,3178,408,75
prod_522,Meat,1244,4.9,300,6264,127,382
prod_523,Vegetables,379,3.7,399,6949,273,395
prod_524,Meat,599,4.4,145,7724,408,161
prod_525,Spices,1560,4.8,79,2408,499,141
prod_526,Others,579,3.5,449,3697,369,56
prod_527,Fruits,1046,4.4,394,5014,375,255
prod_528,Grains,1120,4.7,411,6670,466,290
prod_529,Spices,1696,4.2,418,3019,173,335
prod_530,Others,810,4,166,5492,298,114
prod_531,Meat,1480,4,60,6999,480,110
prod_532,Spices,1021,3.8,194,7689,444,243
prod_533,Dairy,1808,4.7,415,3575,214,152
prod_534,Beverages,1999,4.9,155,2404,113,131
prod_535,Spices,476,4.2,119,1657,453,54
prod_536,Vegetables,612,3.8,422,2579,229,302
prod_537,Grains,965,4,166,7469,253,70
prod_538,Spices,729,3.6,219,2586,140,133
prod_539,Snacks,1617,3.6,306,3781,348,271
prod_540,Grains,1286,4.9,413,5122,315,370
prod_541,Beverages,1265,4.2,256,7069,352,214
prod_542,Beverages,1606,5,447,4434,299,55
prod_543,Vegetables,1923,4.3,89,2096,169,186
prod_544,Spices,199,4.9,417,2558,237,205
prod_545,Dairy,962,4.9,123,5203,122,304
prod_546,Beverages,824,3.9,256,5203,303,261
prod_547,Snacks,980,5,270,2124,397,296
prod_548,Snacks,1143,4.4,273,741,151,298
prod_549,Dairy,371,4.4,74,1387,258,374
prod_550,Snacks,1252,4.8,296,851,356,215
prod_551,Snacks,261,4.9,254,6940,470,231
prod_552,Snacks,1584,4.1,298,2412,363,271
prod_553,Dairy,1159,3.7,132,6155,278,344
prod_554,Meat,1375,4.6,381,7675,110,135
prod_555,Beverages,1077,4.3,158,944,225,393
prod_556,Snacks,313,4.1,151,7906,315,55
prod_557,Grains,504,4.6,454,1590,163,120
prod_558,Dairy,670,3.5,209,1933,267,59
prod_559,Spices,1839,3.5,165,3984,126,380
prod_560,Dairy,1389,4.6,365,1982,140,339
